operator_id,tanker_id,operator_name,phone,email,city,area,pincode,latitude,longitude,operator_type,verification_status,availability_status,tanker_registration_no,tanker_capacity_kl,tanker_type,water_type_supported,vehicle_model,fuel_type,vehicle_year,service_radius_km,completed_jobs,rating,estimated_price_per_km,registration_date,contract_id,contract_status,record_source
OP-BLR-0088,TNK-BLR-0088,Suraj Verma,+91-90000-10088,suraj.verma.88@example.com,Bengaluru,Jakkur,560064,13.08035,77.59855,independent,pending,available,KA-51-TX-1088,16,Water Tanker,general,Mahindra Furio 7,Diesel,2021,50,79,4.1,32.55,2025-06-15,,,synthetic
OP-BLR-0089,TNK-BLR-0089,Ramesh Rao,+91-90000-10089,ramesh.rao.89@example.com,Bengaluru,Hebbal,560024,13.038059,77.602986,independent,verified,available,KA-41-TX-1089,14,Water Tanker,treated,Ashok Leyland Dost,Diesel,2021,25,13,4.9,24.95,2026-03-24,,,synthetic
OP-BLR-0090,TNK-BLR-0090,Harish Mishra,+91-90000-10090,harish.mishra.90@example.com,Bengaluru,HSR Layout,560102,12.918488,77.637538,independent,verified,available,KA-04-TX-1090,20,Water Tanker,treated,Tata 407,Diesel,2022,10,89,4.8,35.0,2025-05-30,,,synthetic
OP-BLR-0091,TNK-BLR-0091,Suresh Hegde,+91-90000-10091,suresh.hegde.91@example.com,Bengaluru,Koramangala,560034,12.938337,77.618721,independent,verified,available,KA-01-TX-1091,16,Water Tanker,treated,Ashok Leyland Partner,Diesel,2019,30,120,4.9,34.18,2026-03-10,,,synthetic
OP-BLR-0092,TNK-BLR-0092,Rohit Verma,+91-90000-10092,rohit.verma.92@example.com,Bengaluru,Bommanahalli,560068,12.90205,77.619715,independent,verified,busy,KA-01-TX-1092,6,Water Tanker,general,Tata Ultra,Diesel,2025,10,77,4.5,33.5,2025-05-28,,,synthetic
OP-BLR-0093,TNK-BLR-0093,Sachin Kumar,+91-90000-10093,sachin.kumar.93@example.com,Bengaluru,JP Nagar,560078,12.903945,77.586831,independent,verified,busy,KA-41-TX-1093,20,Water Tanker,treated,Force Traveller,Diesel,2025,30,157,4.7,32.15,2025-01-21,,,synthetic
OP-BLR-0094,TNK-BLR-0094,Nithin Reddy,+91-90000-10094,nithin.reddy.94@example.com,Bengaluru,Peenya,560058,13.03109,77.525273,independent,verified,available,KA-01-TX-1094,10,Water Tanker,fresh,Tata 709,Diesel,2022,15,162,3.7,32.92,2025-06-29,,,synthetic
OP-BLR-0095,TNK-BLR-0095,Nithin Sharma,+91-90000-10095,nithin.sharma.95@example.com,Bengaluru,Banaswadi,560043,13.00721,77.655419,independent,verified,available,KA-01-TX-1095,14,Water Tanker,general,Eicher Pro 2055,Diesel,2021,30,34,4.2,38.31,2026-04-30,,,synthetic
OP-BLR-0096,TNK-BLR-0096,Suresh Naik,+91-90000-10096,suresh.naik.96@example.com,Bengaluru,Hennur,560043,13.027612,77.635493,independent,pending,available,KA-01-TX-1096,14,Water Tanker,treated,Eicher Pro 3015,Diesel,2024,25,73,4.1,25.74,2026-05-25,,,synthetic
OP-BLR-0097,TNK-BLR-0097,Sanjay Rao,+91-90000-10097,sanjay.rao.97@example.com,Bengaluru,Vijayanagar,560040,12.973833,77.531263,independent,verified,offline,KA-41-TX-1097,8,Water Tanker,treated,Eicher Pro 2055,Diesel,2021,20,21,4.2,36.35,2025-06-20,,,synthetic
OP-BLR-0098,TNK-BLR-0098,Vikram Mishra,+91-90000-10098,vikram.mishra.98@example.com,Bengaluru,Kalyan Nagar,560043,13.028629,77.646586,independent,verified,available,KA-51-TX-1098,20,Water Tanker,general,Tata 709,Diesel,2023,20,10,4.3,37.0,2025-06-13,,,synthetic
OP-BLR-0099,TNK-BLR-0099,Naveen Kulkarni,+91-90000-10099,naveen.kulkarni.99@example.com,Bengaluru,Whitefield,560066,12.974301,77.742557,independent,verified,offline,KA-03-TX-1099,10,Water Tanker,general,Tata 407,Diesel,2019,40,173,4.2,29.42,2026-03-31,,,synthetic
OP-BLR-0100,TNK-BLR-0100,Ramesh Yadav,+91-90000-10100,ramesh.yadav.100@example.com,Bengaluru,Bellandur,560103,12.928769,77.680793,independent,verified,available,KA-51-TX-1100,8,Water Tanker,fresh,Force Traveller,Diesel,2018,20,93,4.7,36.08,2025-08-08,,,synthetic
OP-BLR-0101,TNK-BLR-0101,Abhishek Naik,+91-90000-10101,abhishek.naik.101@example.com,Bengaluru,JP Nagar,560078,12.900472,77.578885,independent,verified,busy,KA-01-TX-1101,14,Water Tanker,general,Eicher Pro 2055,Diesel,2022,40,31,3.7,32.84,2025-11-04,,,synthetic
OP-BLR-0102,TNK-BLR-0102,Sunil Das,+91-90000-10102,sunil.das.102@example.com,Bengaluru,KR Puram,560036,13.003088,77.703162,independent,pending,available,KA-04-TX-1102,5,Water Tanker,fresh,Eicher Pro 2055,Diesel,2024,50,130,5.0,24.6,2025-03-30,,,synthetic
OP-BLR-0103,TNK-BLR-0103,Anil Nair,+91-90000-10103,anil.nair.103@example.com,Bengaluru,Bellandur,560103,12.930811,77.682707,independent,pending,available,KA-03-TX-1103,12,Water Tanker,treated,Force Traveller,Diesel,2022,15,122,4.8,37.61,2025-07-06,,,synthetic
OP-BLR-0104,TNK-BLR-0104,Sachin Yadav,+91-90000-10104,sachin.yadav.104@example.com,Bengaluru,Koramangala,560034,12.940502,77.62479,independent,verified,available,KA-51-TX-1104,8,Water Tanker,general,Force Traveller,Diesel,2021,50,14,3.7,25.93,2025-10-09,,,synthetic
OP-BLR-0105,TNK-BLR-0105,Anil Kulkarni,+91-90000-10105,anil.kulkarni.105@example.com,Bengaluru,Koramangala,560034,12.928695,77.626756,independent,verified,busy,KA-02-TX-1105,12,Water Tanker,fresh,Tata Ultra,Diesel,2022,50,136,4.9,22.82,2025-01-30,,,synthetic
OP-BLR-0106,TNK-BLR-0106,Suresh Menon,+91-90000-10106,suresh.menon.106@example.com,Bengaluru,HSR Layout,560102,12.914018,77.643171,independent,verified,busy,KA-04-TX-1106,16,Water Tanker,fresh,BharatBenz 1015R,Diesel,2024,15,67,4.7,35.7,2025-11-01,,,synthetic
OP-BLR-0107,TNK-BLR-0107,Vijay Reddy,+91-90000-10107,vijay.reddy.107@example.com,Bengaluru,Banaswadi,560043,13.013234,77.650748,independent,verified,busy,KA-03-TX-1107,14,Water Tanker,treated,Eicher Pro 2055,Diesel,2023,15,40,4.7,32.3,2025-04-19,,,synthetic
OP-BLR-0108,TNK-BLR-0108,Lokesh Mishra,+91-90000-10108,lokesh.mishra.108@example.com,Bengaluru,Kengeri,560060,12.91038,77.478667,independent,verified,available,KA-04-TX-1108,14,Water Tanker,treated,Ashok Leyland Dost,Diesel,2022,30,31,4.6,25.8,2025-06-13,,,synthetic
OP-BLR-0109,TNK-BLR-0109,Raghu Mishra,+91-90000-10109,raghu.mishra.109@example.com,Bengaluru,Attibele,562107,12.782765,77.769958,independent,verified,available,KA-04-TX-1109,20,Water Tanker,treated,Eicher Pro 2055,Diesel,2017,10,127,4.0,33.95,2026-04-27,,,synthetic
OP-BLR-0110,TNK-BLR-0110,Suraj Kumar,+91-90000-10110,suraj.kumar.110@example.com,Bengaluru,JP Nagar,560078,12.905195,77.591819,independent,verified,offline,KA-03-TX-1110,5,Water Tanker,treated,Force Traveller,Diesel,2020,20,27,4.4,23.47,2026-06-01,,,synthetic
OP-BLR-0111,TNK-BLR-0111,Mithun Rao,+91-90000-10111,mithun.rao.111@example.com,Bengaluru,Kalyan Nagar,560043,13.027886,77.633901,independent,document_update_required,available,KA-03-TX-1111,12,Water Tanker,treated,Ashok Leyland Dost,Diesel,2020,30,159,4.3,32.0,2025-02-16,,,synthetic
OP-BLR-0112,TNK-BLR-0112,Ramesh Bhat,+91-90000-10112,ramesh.bhat.112@example.com,Bengaluru,Marathahalli,560037,12.959409,77.691783,independent,pending,available,KA-41-TX-1112,8,Water Tanker,treated,Tata Ultra,Diesel,2021,30,121,4.1,38.57,2026-06-30,,,synthetic
OP-BLR-0113,TNK-BLR-0113,Anil Singh,+91-90000-10113,anil.singh.113@example.com,Bengaluru,Attibele,562107,12.774594,77.772781,independent,document_update_required,busy,KA-51-TX-1113,16,Water Tanker,fresh,Tata Ultra,Diesel,2024,20,4,5.0,37.66,2025-08-22,,,synthetic
OP-BLR-0114,TNK-BLR-0114,Nithin Sharma,+91-90000-10114,nithin.sharma.114@example.com,Bengaluru,Sarjapur,562125,12.862664,77.788316,independent,pending,available,KA-51-TX-1114,8,Water Tanker,fresh,Tata 709,Diesel,2020,10,134,4.2,30.38,2026-02-27,,,synthetic
OP-BLR-0115,TNK-BLR-0115,Pradeep Yadav,+91-90000-10115,pradeep.yadav.115@example.com,Bengaluru,Yelahanka,560064,13.107428,77.602265,independent,verified,available,KA-02-TX-1115,10,Water Tanker,fresh,Mahindra Furio 7,Diesel,2025,25,156,4.0,25.46,2026-06-30,,,synthetic
OP-BLR-0116,TNK-BLR-0116,Suraj Das,+91-90000-10116,suraj.das.116@example.com,Bengaluru,Rajarajeshwari Nagar,560098,12.932252,77.518535,independent,verified,busy,KA-41-TX-1116,10,Water Tanker,general,BharatBenz 1015R,Diesel,2025,20,173,3.9,41.46,2025-11-01,,,synthetic
OP-BLR-0117,TNK-BLR-0117,Dinesh Singh,+91-90000-10117,dinesh.singh.117@example.com,Bengaluru,JP Nagar,560078,12.905977,77.586668,independent,document_update_required,busy,KA-03-TX-1117,6,Water Tanker,fresh,Eicher Pro 3015,Diesel,2023,50,81,4.1,37.46,2025-05-30,,,synthetic
OP-BLR-0118,TNK-BLR-0118,Suresh Hegde,+91-90000-10118,suresh.hegde.118@example.com,Bengaluru,JP Nagar,560078,12.903842,77.584778,independent,verified,available,KA-02-TX-1118,14,Water Tanker,treated,Force Traveller,Diesel,2021,15,20,3.8,36.82,2025-09-03,,,synthetic
OP-BLR-0119,TNK-BLR-0119,Mahesh Yadav,+91-90000-10119,mahesh.yadav.119@example.com,Bengaluru,Thanisandra,560077,13.061007,77.63604,independent,verified,busy,KA-01-TX-1119,12,Water Tanker,treated,Force Traveller,Diesel,2019,25,57,4.5,39.61,2026-05-03,,,synthetic
OP-BLR-0120,TNK-BLR-0120,Ganesh Hegde,+91-90000-10120,ganesh.hegde.120@example.com,Bengaluru,Bommasandra,560099,12.812767,77.671647,independent,verified,busy,KA-02-TX-1120,10,Water Tanker,fresh,Tata 407,Diesel,2019,25,82,4.8,25.52,2025-02-07,,,synthetic
OP-BLR-0121,TNK-BLR-0121,Abhishek Sharma,+91-90000-10121,abhishek.sharma.121@example.com,Bengaluru,Yeshwanthpur,560022,13.034528,77.532848,independent,verified,available,KA-03-TX-1121,8,Water Tanker,general,Force Traveller,Diesel,2025,25,74,4.8,24.68,2026-06-01,,,synthetic
OP-BLR-0122,TNK-BLR-0122,Santosh Naik,+91-90000-10122,santosh.naik.122@example.com,Bengaluru,Banaswadi,560043,13.011491,77.654698,independent,verified,busy,KA-01-TX-1122,12,Water Tanker,general,Tata Ultra,Diesel,2020,15,28,4.5,34.77,2026-02-20,,,synthetic
OP-BLR-0123,TNK-BLR-0123,Raghu Bhat,+91-90000-10123,raghu.bhat.123@example.com,Bengaluru,Malleshwaram,560003,13.001513,77.562026,independent,document_update_required,available,KA-02-TX-1123,5,Water Tanker,treated,Mahindra Furio 7,Diesel,2021,20,22,4.0,36.46,2025-01-12,,,synthetic
OP-BLR-0124,TNK-BLR-0124,Shankar Verma,+91-90000-10124,shankar.verma.124@example.com,Bengaluru,Hennur,560043,13.032585,77.630446,independent,verified,busy,KA-51-TX-1124,14,Water Tanker,fresh,BharatBenz 1015R,Diesel,2022,30,15,3.9,41.15,2026-05-05,,,synthetic
OP-BLR-0125,TNK-BLR-0125,Yogesh Kulkarni,+91-90000-10125,yogesh.kulkarni.125@example.com,Bengaluru,Indiranagar,560038,12.970554,77.641988,independent,verified,busy,KA-51-TX-1125,14,Water Tanker,general,Tata Ultra,Diesel,2018,30,95,4.2,36.08,2025-03-21,,,synthetic
OP-BLR-0126,TNK-BLR-0126,Mahesh Pillai,+91-90000-10126,mahesh.pillai.126@example.com,Bengaluru,Bommanahalli,560068,12.903335,77.624487,independent,verified,offline,KA-04-TX-1126,6,Water Tanker,treated,Tata Ultra,Diesel,2024,10,129,4.9,30.91,2025-02-26,,,synthetic
OP-BLR-0127,TNK-BLR-0127,Ramesh Yadav,+91-90000-10127,ramesh.yadav.127@example.com,Bengaluru,Banaswadi,560043,13.013509,77.643924,independent,verified,offline,KA-51-TX-1127,5,Water Tanker,treated,Tata 407,Diesel,2020,30,106,3.7,30.47,2025-03-07,,,synthetic
OP-BLR-0128,TNK-BLR-0128,Vijay Singh,+91-90000-10128,vijay.singh.128@example.com,Bengaluru,Sarjapur,562125,12.857193,77.78128,independent,verified,busy,KA-51-TX-1128,12,Water Tanker,treated,Eicher Pro 3015,Diesel,2024,50,8,4.9,29.55,2025-03-24,,,synthetic
OP-BLR-0129,TNK-BLR-0129,Vikram Gowda,+91-90000-10129,vikram.gowda.129@example.com,Bengaluru,Koramangala,560034,12.943086,77.622789,independent,verified,maintenance,KA-01-TX-1129,14,Water Tanker,general,Mahindra Furio 7,Diesel,2025,25,45,4.3,38.47,2025-09-11,,,synthetic
OP-BLR-0130,TNK-BLR-0130,Vikram Patil,+91-90000-10130,vikram.patil.130@example.com,Bengaluru,Banaswadi,560043,13.009216,77.657003,independent,verified,available,KA-51-TX-1130,10,Water Tanker,general,Tata 407,Diesel,2020,15,70,3.7,33.88,2026-04-03,,,synthetic
OP-BLR-0131,TNK-BLR-0131,Lokesh Reddy,+91-90000-10131,lokesh.reddy.131@example.com,Bengaluru,Sarjapur,562125,12.859623,77.787036,independent,verified,offline,KA-02-TX-1131,10,Water Tanker,treated,Tata Ultra,Diesel,2022,30,102,4.4,35.45,2025-11-25,,,synthetic
OP-BLR-0132,TNK-BLR-0132,Anil Patil,+91-90000-10132,anil.patil.132@example.com,Bengaluru,Thanisandra,560077,13.05914,77.641817,independent,verified,busy,KA-41-TX-1132,16,Water Tanker,general,Eicher Pro 3015,Diesel,2025,25,169,3.7,28.89,2026-01-26,,,synthetic
OP-BLR-0133,TNK-BLR-0133,Pradeep Joshi,+91-90000-10133,pradeep.joshi.133@example.com,Bengaluru,Kengeri,560060,12.910898,77.477642,independent,verified,available,KA-02-TX-1133,8,Water Tanker,fresh,Mahindra Furio 7,Diesel,2017,30,38,4.2,30.33,2026-06-27,,,synthetic
OP-BLR-0134,TNK-BLR-0134,Karthik Verma,+91-90000-10134,karthik.verma.134@example.com,Bengaluru,Koramangala,560034,12.930453,77.626847,independent,pending,offline,KA-01-TX-1134,10,Water Tanker,general,Tata 407,Diesel,2021,25,65,4.5,34.06,2025-03-16,,,synthetic
OP-BLR-0135,TNK-BLR-0135,Mithun Naik,+91-90000-10135,mithun.naik.135@example.com,Bengaluru,Hebbal,560024,13.031142,77.603513,independent,verified,offline,KA-02-TX-1135,16,Water Tanker,general,Tata 709,Diesel,2024,15,122,4.6,36.08,2026-02-11,,,synthetic
OP-BLR-0136,TNK-BLR-0136,Mithun Bhat,+91-90000-10136,mithun.bhat.136@example.com,Bengaluru,Thanisandra,560077,13.056891,77.643738,independent,verified,available,KA-41-TX-1136,16,Water Tanker,fresh,Mahindra Furio 7,Diesel,2022,15,72,4.1,30.28,2025-08-15,,,synthetic
OP-BLR-0137,TNK-BLR-0137,Ravi Rao,+91-90000-10137,ravi.rao.137@example.com,Bengaluru,Indiranagar,560038,12.978856,77.642466,independent,verified,available,KA-03-TX-1137,8,Water Tanker,fresh,Ashok Leyland Partner,Diesel,2024,30,141,4.5,35.7,2025-09-21,,,synthetic
OP-BLR-0138,TNK-BLR-0138,Abhishek Mishra,+91-90000-10138,abhishek.mishra.138@example.com,Bengaluru,Attibele,562107,12.780424,77.767635,independent,verified,busy,KA-02-TX-1138,16,Water Tanker,fresh,Tata 407,Diesel,2025,10,43,4.8,23.49,2025-02-19,,,synthetic
OP-BLR-0139,TNK-BLR-0139,Pradeep Patil,+91-90000-10139,pradeep.patil.139@example.com,Bengaluru,Electronic City,560100,12.840903,77.663515,independent,verified,available,KA-03-TX-1139,5,Water Tanker,fresh,Tata Ultra,Diesel,2024,40,161,4.3,22.13,2026-02-26,,,synthetic
OP-BLR-0140,TNK-BLR-0140,Ravi Yadav,+91-90000-10140,ravi.yadav.140@example.com,Bengaluru,Electronic City,560100,12.845772,77.656787,independent,verified,busy,KA-04-TX-1140,14,Water Tanker,general,Tata 709,Diesel,2018,30,70,3.8,25.84,2026-06-24,,,synthetic
OP-BLR-0141,TNK-BLR-0141,Vikram Rao,+91-90000-10141,vikram.rao.141@example.com,Bengaluru,Hennur,560043,13.023164,77.638349,independent,verified,available,KA-51-TX-1141,8,Water Tanker,fresh,Tata 709,Diesel,2017,10,101,4.2,29.54,2026-05-03,,,synthetic
OP-BLR-0142,TNK-BLR-0142,Arun Sharma,+91-90000-10142,arun.sharma.142@example.com,Bengaluru,Sarjapur,562125,12.860598,77.785343,independent,pending,busy,KA-01-TX-1142,16,Water Tanker,general,Ashok Leyland Partner,Diesel,2020,50,21,4.6,33.34,2025-10-05,,,synthetic
OP-BLR-0143,TNK-BLR-0143,Vijay Rao,+91-90000-10143,vijay.rao.143@example.com,Bengaluru,Marathahalli,560037,12.960116,77.689926,independent,pending,available,KA-02-TX-1143,12,Water Tanker,general,Eicher Pro 3015,Diesel,2018,20,139,3.8,26.81,2026-02-03,,,synthetic
OP-BLR-0144,TNK-BLR-0144,Karthik Patil,+91-90000-10144,karthik.patil.144@example.com,Bengaluru,Rajarajeshwari Nagar,560098,12.931487,77.515013,independent,document_update_required,available,KA-04-TX-1144,8,Water Tanker,treated,Tata Ultra,Diesel,2023,50,176,4.1,34.68,2026-04-07,,,synthetic
OP-BLR-0145,TNK-BLR-0145,Harish Das,+91-90000-10145,harish.das.145@example.com,Bengaluru,Attibele,562107,12.783758,77.76891,independent,verified,busy,KA-01-TX-1145,14,Water Tanker,treated,Ashok Leyland Partner,Diesel,2018,10,141,4.0,29.6,2025-06-07,,,synthetic
OP-BLR-0146,TNK-BLR-0146,Deepak Das,+91-90000-10146,deepak.das.146@example.com,Bengaluru,Peenya,560058,13.026364,77.534387,independent,verified,offline,KA-01-TX-1146,6,Water Tanker,treated,Mahindra Furio 7,Diesel,2025,30,27,4.3,24.07,2025-04-02,,,synthetic
OP-BLR-0147,TNK-BLR-0147,Mithun Shetty,+91-90000-10147,mithun.shetty.147@example.com,Bengaluru,Nagarbhavi,560072,12.961269,77.509991,independent,verified,available,KA-04-TX-1147,14,Water Tanker,fresh,Force Traveller,Diesel,2020,30,152,4.3,35.71,2025-06-23,,,synthetic
OP-BLR-0148,TNK-BLR-0148,Santosh Hegde,+91-90000-10148,santosh.hegde.148@example.com,Bengaluru,Koramangala,560034,12.93509,77.617512,independent,verified,available,KA-04-TX-1148,14,Water Tanker,treated,Ashok Leyland Partner,Diesel,2024,30,68,4.5,31.16,2025-05-19,,,synthetic
OP-BLR-0149,TNK-BLR-0149,Arun Nair,+91-90000-10149,arun.nair.149@example.com,Bengaluru,Jayanagar,560041,12.930466,77.591878,independent,pending,available,KA-04-TX-1149,14,Water Tanker,general,Tata Ultra,Diesel,2019,20,85,4.0,40.95,2025-07-25,,,synthetic
OP-BLR-0150,TNK-BLR-0150,Deepak Sharma,+91-90000-10150,deepak.sharma.150@example.com,Bengaluru,Bommasandra,560099,12.8237,77.675363,independent,verified,available,KA-41-TX-1150,14,Water Tanker,treated,BharatBenz 1015R,Diesel,2023,20,101,3.8,33.28,2025-07-04,,,synthetic
OP-BLR-0151,TNK-BLR-0151,Yogesh Naik,+91-90000-10151,yogesh.naik.151@example.com,Bengaluru,Whitefield,560066,12.974563,77.755301,independent,verified,offline,KA-04-TX-1151,12,Water Tanker,treated,BharatBenz 1015R,Diesel,2020,20,112,4.5,36.3,2026-01-22,,,synthetic
OP-BLR-0152,TNK-BLR-0152,Ashok Kulkarni,+91-90000-10152,ashok.kulkarni.152@example.com,Bengaluru,Bellandur,560103,12.931716,77.67895,independent,pending,offline,KA-04-TX-1152,10,Water Tanker,general,Eicher Pro 2055,Diesel,2025,30,122,4.5,23.7,2025-09-12,,,synthetic
OP-BLR-0153,TNK-BLR-0153,Ajay Kulkarni,+91-90000-10153,ajay.kulkarni.153@example.com,Bengaluru,Nagarbhavi,560072,12.960712,77.51512,independent,verified,maintenance,KA-03-TX-1153,20,Water Tanker,treated,Tata 407,Diesel,2018,20,11,3.9,36.94,2025-08-15,,,synthetic
OP-BLR-0154,TNK-BLR-0154,Shankar Nair,+91-90000-10154,shankar.nair.154@example.com,Bengaluru,Kalyan Nagar,560043,13.029357,77.641417,independent,verified,available,KA-01-TX-1154,10,Water Tanker,treated,Tata 709,Diesel,2018,50,118,4.9,24.83,2025-11-16,,,synthetic
OP-BLR-0155,TNK-BLR-0155,Yogesh Naik,+91-90000-10155,yogesh.naik.155@example.com,Bengaluru,Rajarajeshwari Nagar,560098,12.927627,77.514619,independent,verified,busy,KA-03-TX-1155,5,Water Tanker,treated,Tata 709,Diesel,2017,50,133,4.1,24.19,2025-06-18,,,synthetic
OP-BLR-0156,TNK-BLR-0156,Sanjay Sharma,+91-90000-10156,sanjay.sharma.156@example.com,Bengaluru,Thanisandra,560077,13.053362,77.644158,independent,document_update_required,available,KA-04-TX-1156,12,Water Tanker,treated,Eicher Pro 3015,Diesel,2023,10,141,4.6,39.66,2026-04-06,,,synthetic
OP-BLR-0157,TNK-BLR-0157,Karthik Kumar,+91-90000-10157,karthik.kumar.157@example.com,Bengaluru,Malleshwaram,560003,12.998537,77.564954,independent,verified,offline,KA-41-TX-1157,6,Water Tanker,general,Ashok Leyland Dost,Diesel,2022,20,180,3.9,24.28,2026-05-17,,,synthetic
OP-BLR-0158,TNK-BLR-0158,Karthik Kulkarni,+91-90000-10158,karthik.kulkarni.158@example.com,Bengaluru,Kengeri,560060,12.915492,77.480267,independent,pending,busy,KA-51-TX-1158,12,Water Tanker,treated,Tata Ultra,Diesel,2018,40,100,3.8,24.36,2025-11-09,,,synthetic
OP-BLR-0159,TNK-BLR-0159,Sunil Das,+91-90000-10159,sunil.das.159@example.com,Bengaluru,Bommanahalli,560068,12.902362,77.622115,independent,verified,busy,KA-04-TX-1159,8,Water Tanker,fresh,Ashok Leyland Dost,Diesel,2025,15,177,4.3,24.81,2025-11-19,,,synthetic
OP-BLR-0160,TNK-BLR-0160,Mahesh Das,+91-90000-10160,mahesh.das.160@example.com,Bengaluru,Kalyan Nagar,560043,13.024754,77.635122,independent,verified,busy,KA-51-TX-1160,10,Water Tanker,fresh,Eicher Pro 3015,Diesel,2024,25,2,3.8,33.31,2025-08-14,,,synthetic
OP-BLR-0161,TNK-BLR-0161,Suresh Rao,+91-90000-10161,suresh.rao.161@example.com,Bengaluru,JP Nagar,560078,12.906902,77.580391,independent,verified,offline,KA-04-TX-1161,10,Water Tanker,treated,Tata 709,Diesel,2021,50,57,4.4,41.82,2025-02-12,,,synthetic
OP-BLR-0162,TNK-BLR-0162,Suraj Naik,+91-90000-10162,suraj.naik.162@example.com,Bengaluru,Kalyan Nagar,560043,13.018639,77.645281,independent,verified,available,KA-01-TX-1162,10,Water Tanker,treated,Tata 709,Diesel,2024,50,108,5.0,37.51,2025-08-31,,,synthetic
OP-BLR-0163,TNK-BLR-0163,Vikram Kulkarni,+91-90000-10163,vikram.kulkarni.163@example.com,Bengaluru,Yelahanka,560064,13.099551,77.598158,independent,pending,offline,KA-01-TX-1163,12,Water Tanker,fresh,Tata Ultra,Diesel,2025,15,161,4.1,36.08,2025-10-24,,,synthetic
OP-BLR-0164,TNK-BLR-0164,Raghu Gowda,+91-90000-10164,raghu.gowda.164@example.com,Bengaluru,Banashankari,560085,12.932904,77.551371,independent,pending,maintenance,KA-51-TX-1164,6,Water Tanker,general,Ashok Leyland Partner,Diesel,2019,40,34,4.1,26.95,2026-02-07,,,synthetic
OP-BLR-0165,TNK-BLR-0165,Naveen Menon,+91-90000-10165,naveen.menon.165@example.com,Bengaluru,Attibele,562107,12.772999,77.768628,independent,verified,busy,KA-01-TX-1165,10,Water Tanker,fresh,Eicher Pro 2055,Diesel,2024,25,161,4.1,22.05,2025-04-06,,,synthetic
OP-BLR-0166,TNK-BLR-0166,Vikram Shetty,+91-90000-10166,vikram.shetty.166@example.com,Bengaluru,Banaswadi,560043,13.012563,77.65849,independent,pending,available,KA-03-TX-1166,14,Water Tanker,treated,Tata Ultra,Diesel,2019,30,136,4.8,37.77,2025-02-19,,,synthetic
OP-BLR-0167,TNK-BLR-0167,Manoj Mishra,+91-90000-10167,manoj.mishra.167@example.com,Bengaluru,Marathahalli,560037,12.953088,77.703122,independent,verified,available,KA-04-TX-1167,8,Water Tanker,fresh,Ashok Leyland Dost,Diesel,2021,15,4,4.8,39.53,2025-04-06,,,synthetic
OP-BLR-0168,TNK-BLR-0168,Mohan Shetty,+91-90000-10168,mohan.shetty.168@example.com,Bengaluru,Vijayanagar,560040,12.972832,77.540383,independent,verified,busy,KA-51-TX-1168,12,Water Tanker,treated,Tata 709,Diesel,2018,10,95,3.9,23.56,2025-08-20,,,synthetic
OP-BLR-0169,TNK-BLR-0169,Arun Kumar,+91-90000-10169,arun.kumar.169@example.com,Bengaluru,Kalyan Nagar,560043,13.022497,77.63393,independent,pending,busy,KA-04-TX-1169,5,Water Tanker,treated,Tata 709,Diesel,2018,20,178,4.1,27.99,2026-01-27,,,synthetic
OP-BLR-0170,TNK-BLR-0170,Naveen Shetty,+91-90000-10170,naveen.shetty.170@example.com,Bengaluru,Koramangala,560034,12.936213,77.626265,independent,verified,available,KA-02-TX-1170,12,Water Tanker,treated,Eicher Pro 3015,Diesel,2024,50,135,3.9,39.93,2025-05-24,,,synthetic
OP-BLR-0171,TNK-BLR-0171,Karthik Das,+91-90000-10171,karthik.das.171@example.com,Bengaluru,Bommanahalli,560068,12.905132,77.618137,independent,verified,available,KA-41-TX-1171,12,Water Tanker,fresh,BharatBenz 1015R,Diesel,2017,50,109,4.8,39.52,2025-07-30,,,synthetic
OP-BLR-0172,TNK-BLR-0172,Vinod Hegde,+91-90000-10172,vinod.hegde.172@example.com,Bengaluru,Hebbal,560024,13.028673,77.603367,independent,document_update_required,available,KA-01-TX-1172,8,Water Tanker,fresh,Tata 709,Diesel,2025,10,165,5.0,40.68,2025-05-16,,,synthetic
OP-BLR-0173,TNK-BLR-0173,Pradeep Das,+91-90000-10173,pradeep.das.173@example.com,Bengaluru,Peenya,560058,13.035827,77.531504,independent,document_update_required,offline,KA-01-TX-1173,12,Water Tanker,treated,Ashok Leyland Partner,Diesel,2017,10,139,4.9,29.96,2025-10-21,,,synthetic
OP-BLR-0174,TNK-BLR-0174,Sachin Nair,+91-90000-10174,sachin.nair.174@example.com,Bengaluru,Rajajinagar,560010,12.993249,77.553602,independent,verified,available,KA-01-TX-1174,10,Water Tanker,treated,Ashok Leyland Dost,Diesel,2025,20,21,4.1,34.69,2025-03-09,,,synthetic
OP-BLR-0175,TNK-BLR-0175,Sachin Verma,+91-90000-10175,sachin.verma.175@example.com,Bengaluru,Jayanagar,560041,12.920912,77.600594,independent,verified,busy,KA-01-TX-1175,8,Water Tanker,fresh,Ashok Leyland Dost,Diesel,2018,10,14,4.6,36.03,2025-06-17,,,synthetic
OP-BLR-0176,TNK-BLR-0176,Vikram Yadav,+91-90000-10176,vikram.yadav.176@example.com,Bengaluru,Attibele,562107,12.781228,77.773532,independent,verified,available,KA-03-TX-1176,12,Water Tanker,treated,Tata 407,Diesel,2022,50,132,4.2,32.48,2025-09-27,,,synthetic
